,0
107,"Cricket coach moves on after tsunami

When the tsunami crashed onto the Sri Lankan coastline, cricket coach Stephen Jones was in the middle of catching practice.

Within minutes the entire playing area at the Galle stadium was covered by water, but Jones and the boys of the Harrow School team made it to safety just in time. Thousands were not so lucky and now, almost a month later, Jones is still coming to terms with the experience. But he must do so whilst concentrating on his next coaching assignment to prepare the South African team for the Women's World Cup, starting in March. Jones admits his memory of events in Galle is still ""a blur"". He told BBC Sport: ""We were about half an hour from starting our game and were warming up. ""Fortunately we were doing fielding drills right in front of the pavilion - had we been doing them anywhere else on the field we would have been in trouble. ""I remember the level of noise going up and a colleague's wife and daughter screamed at us to watch out. I was told, and this I don't remember, that one of the locals came up to me and told me to get off the field. ""It probably took only five minutes, maybe 10 minutes, for the water to get to about five metres deep.""

The Harrow party took refuge in a viewing area next to the changing rooms which proved high enough. ""The boys were terrified - we were all terrified - but they were [also] amazingly calm,"" said Jones. ""I thought afterwards that if one of them had panicked it might just have set off a domino effect and we could have been in trouble. ""If it had happened at the beginning of the tour it might have been different, but I think the fact that we had been around together as a team counted in our favour - the team ethic of looking out for each other really came to the fore."" The 49-year-old from Cape Town believes his perspective on life has changed. But he is conscious of the significance of the Women's World Cup, which South Africa is hosting, and the need to do his utmost to focus fully on helping a team which has not played international cricket for a year.

""I'm aware of the fact that perhaps women's cricket here is a little bit more in its infancy than in other countries, there's a little bit further to go. ""This World Cup is critical. If it's a success and gets the exposure I hope it does, it can elevate women's cricket here to a brand new level,"" he said. ""Perhaps I'm going to be a bit more relaxed about it than I might have been and see it in its bigger context, see the bigger picture. ""But it's nice to achieve things as well and it's important for the girls to make a good go of it, and make it a special occasion.""
"
108,"Pietersen handed one-day call-up

Kevin Pietersen has been added to the England squad for the forthcoming one-day series in South Africa.

The Hampshire batsman, who was born in South Africa, made his England debut in Zimbabwe last November. ""It is prudent to add him to the squad as the team face seven one-day internationals in 15 days,"" said chairman of selectors David Graveney. ""His inclusion will give the captain and coach another option if the side requires a different balance."" Pietersen spent four years qualifying to play for England after beginning his career in South African provincial cricket with KwaZulu-Natal. He was a prolific scorer in four seasons with Nottinghamshire and was the star of the England A tour to India early last year when he scored three centuries. His introduction to the senior side came on the controversial tour to Zimbabwe, where he showed his potential with an innings of 77 not out off 76 balls in the second match as England achieved a 4-0 clean sweep. But he can except a rough ride from South Africa, whose skipper Graeme Smith accused Pietersen of running out ""when things got tough"" in a magazine interview last autumn. ""If he didn't want to be here, then we don't want him here,"" Smith was quoted as saying. ""We all know that South Africa went through a transformation that wasimportant for our country. ""We had to come from apartheid and move on; there was always going to be a difficult stage. We all went through it and some fantastic cricketers haveemerged."" The one-day series starts in Johannesburg on 30 January, three days after England's sole warm-up game against South Africa A.

M Vaughan (capt), Kabir Ali, J Anderson, G Batty, I Bell, P Collingwood, A Flintoff, A Giles, D Gough, S Harmison, G Jones (wkt), K Pietersen, V Solanki, A Strauss, M Trescothick, A Wharf.
"
109,"Wilkinson: Injuries toughened me

England skipper Jonny Wilkinson insists his battle with injuries during 2004 has toughened him up mentally.

The fly-half returned to action for Newcastle in their 13-10 Heineken Cup win at Edinburgh at the weekend after seven weeks out with a bicep problem. Wilkinson, who also endured an eight-month lay-off with a shoulder injury, said: ""I was physically prepared for my first return but mentally it was hard. ""But having had this little time out since then I feel mentally stronger."" The 25-year-old, who has not played for England since drop-kicking his country to World Cup glory in November 2003, also admits he may have rushed his initial comeback in September.

Wilkinson says he does not plan to push himself too far too fast this time around. ""No-one can prepare you for what it's like to come back after basically an entire season out injured,"" Wilkinson added. ""The first time round, I'd done all the training and was more motivated than I've ever been.

""But sometimes that was met with disappointment after a few of the games, wondering why things were not working out when I thought I'd done all the right things in preparation. ""I think that's what I've changed this time, trying to be a bit more realistic about coming back. ""I'm not in any way less ambitious - but I just understand that I should get on with it and enjoy it."" Wilkinson also praised Dave Walder, who has been filling in for him for the Falcons. And he said the experience of starting a game on the bench - as happened against Edinburgh - has made him more appreciative of the role of replacement players. ""I hated the experience of being on the bench,"" Wilkinson said. ""But what it's done is given me enormous respect and admiration for players who can do that on a regular basis, and Dave Walder has been playing well in the team - so I have to accept it.

""To be an effective replacement is a skill in itself, and some of our players are fantastic at it. ""When you start the game you're fully involved, and you react to each second as it goes by - whereas as a replacement you have to watch the game tick by and then almost instantly switch on and join in when everyone else has had time to bed themselves into the match. ""It's so difficult, especially in a decision-making role - which is something our scrum halves, Hall Charlton and James Grindal, do on a regular basis to good effect.""
"
110,"Gatland fears end of European run

Wasps coach Warren Gatland said the defending champions could pay a heavy price for their slow starts against Heineken Cup opponents Leicester.

Wasps are struggling to qualify for the next stage after the Tigers won both pool games between the two sides. ""We just weren't strong enough, and that has happened two weeks in a row,"" said a disappointed Gatland, whose side now lie third in pool one. ""We're relying on other teams now and we've got to get a result in Biarritz."" Leicester swept into a 19-0 lead at Welford Road on Sunday before running out 35-27 winners. ""We showed that we have got a lot of character by fighting back in the way we did, but Leicester thoroughly deserved their win,"" said Gatland. Wasps could still make the knock-out stages as one of the best two runners-up, but need other results in the pool to go their way even if they secure victories over Calvisano and Biarritz next month.

Wasps skipper Lawrence Dallaglio agreed with Gatland's assessment. ""When you are 19 points down in 15 minutes, you are playing catch-up rugby - and that is very difficult, especially away from home,"" said Dallaglio. ""We can't continue to give ourselves a mountain to climb in these games, even though we finished strongly on both occasions."" Leicester coach John Wells praised his team's performance in reeling off back-to-back wins over the reigning Premiership and European champions. ""We had to come up with the goods, and it was a massive effort,"" he said. ""It is in our hands now and we know that if we win our next two games we can go through to the quarter-finals. ""But, like last weekend, we could never get away from Wasps. We could never relax and get into any stride. ""Andy Goode has probably done more than anyone during the last two weeks to ensure we finished on the correct side of the score, but it was a massive team effort.""
"
111,"Kafer quits Saracens

Saracens head coach Rod Kafer has resigned from the Premiership club.

The 33-year-old Australian, who replaced Wayne Shelford in August 2003, has decided to stand down after a disappointing start to the season. Saracens have decided to promote from within, with rugby manager Steve Diamond named as Kafer's replacement. ""Following talks about extending my contract, I came to the conclusion that my preference was to seek opportunities elsewhere,"" Kafer said. ""In light of this, chief executive Mark Sinderberry and I have decided that it is in the club's best interests that I stand down as head coach immediately. ""I would like to thank both Mark and the board of directors for their unwavering support during the last 18 months and wish the playing and management staff all the best for the remainder of the season."" Kafer, who was part of the Australia team that won the World Cup in 1999, has been linked with a move to the new Perth-based Super 14 side. Saracens, the perennial under-achievers in the Premiership, have had a poor start to the season with only four victories in the first 11 league games.

Despite finishing third from bottom last season, hopes were high for this campaign but they are currently eighth in the table. However the news of Kafer's decision comes just two days after their convincing 52-6 victory over Parma in the European Challenge Cup. Sinderberry said: ""On behalf of the board of directors, I would like to thank Rod for his efforts over the past 18 months. ""He took over the club at a difficult time and he leaves us in a better position with a more focused coaching and playing structure."" Diamond is the latest man to be charged with winning Saracens' first trophy since the 1998 Tetley's Bitter Cup. He joined the club back in March after a successful three years with Sale. Together with Jim Mallinder, Diamond steered the club to second in the Premiership as well as Parker Pen Shield glory. ""Steve will now take on the role of head coach and will be supported by the existing coaching staff,"" said Sinderberry. ""When Steve was appointed, it was with a view that he would succeed Rod should he take the decision to leave Saracens. ""Steve knows the club and the players and we believe he is the right person to take the role.""
"
112,"Kafer resigns as Saracens coach

Saracens head coach Rod Kafer has resigned from the Premiership club.

The 33-year-old Australian, who replaced Wayne Shelford in August 2003, has decided to stand down after a disappointing start to the season. Saracens have decided to promote from within, with rugby manager Steve Diamond named as Kafer's replacement. ""Following talks about extending my contract, I came to the conclusion that my preference was to seek opportunities elsewhere,"" Kafer said. ""In light of this, chief executive Mark Sinderberry and I have decided that it is in the club's best interests that I stand down as head coach immediately. ""I would like to thank both Mark and the board of directors for their unwavering support during the last 18 months and wish the playing and management staff all the best for the remainder of the season."" Kafer, who was part of the Australia team that won the World Cup in 1999, has been linked with a move to the new Perth-based Super 14 side. Saracens, the perennial under-achievers in the Premiership, have had a poor start to the season with only four victories in the first 11 league games.

Despite finishing third from bottom last season, hopes were high for this campaign but they are currently eighth in the table. However the news of Kafer's decision comes just two days after their convincing 52-6 victory over Parma in the European Challenge Cup. Sinderberry said: ""On behalf of the board of directors, I would like to thank Rod for his efforts over the past 18 months. ""He took over the club at a difficult time and he leaves us in a better position with a more focused coaching and playing structure."" Diamond is the latest man to be charged with winning Saracens' first trophy since the 1998 Tetley's Bitter Cup. He joined the club back in March after a successful three years with Sale.

Together with Jim Mallinder, Diamond steered the club to second in the Premiership as well as Parker Pen Shield glory. ""Steve will now take on the role of head coach and will be supported by the existing coaching staff,"" said Sinderberry. ""When Steve was appointed, it was with a view that he would succeed Rod should he take the decision to leave Saracens. ""Steve knows the club and the players and we believe he is the right person to take the role.""
"
113,"Hurter flees Falcons nest for SA

Newcastle tight-head prop Marius Hurter will end six years in the north-east when he returns to his native South Africa before the new year.

Hurter, 34, has signed a deal to play Super 12 rugby with the Cats and then the Currie Cup with the Lions. He also wants to further his law studies, while his wife is expecting their first child in seven months. Falcons boss Rob Andrew, said: ""Losing Marius is a blow to us but we recognise he has a new life to go to."" Hurter, capped 13 times by the Springboks, was a member of their World Cup-winning squad in 1995.

He signed for the Falcons in 1998 and has played over 100 Zurich Premiership matches, helping the club lift the Powergen Cup in 2001 and 2004. Hurter will remain in contention for the Falcons' next two matches against Saracens and Leeds, before flying to South Africa on 30 December. ""We obviously wish Marius and his family all the best for their future, and I just hope that South Africa is ready for a guy who we would certainly class as a fully fledged Geordie,"" Andrew added. ""His shoes will be big ones to fill, but we are looking at replacements as we try and build on all the good work that Marius has done for us, not only with his own play but with his help for all of the younger props at the club."" Hurter said: ""I've had an amazing time here. It's been a great six years, but the plan was always to go back. ""Newcastle is a fantastic city with wonderful people, but my heart still lies in South Africa.""
"
114,"O'Shea to head up RFU Academies

London Irish managing director Conor O'Shea is to leave the Exiles to take up a post as the Rugby Football Union's Director of Regional Academies.

O'Shea will start his new role in the spring, monitoring players capable of developing into England internationals. ""I look on this move to Twickenham as a huge challenge and one I simply could not turn down,"" O'Shea said. ""I can see so much potential for moving the academy network onto another level and that excites me enormously."" O'Shea, who won 35 caps for Ireland at full-back, was forced to retire as player in 2001 after a series of ankle operations. He then became the Exiles' director of rugby before taking up the managing director role in 2003. O'Shea will manage the network of 14 England regional rugby academies, working closely with David Shaw, who has been instrumental in establishing the system, and Brian Ashton, who runs the National Academy in Bath.
"
115,"Wasps thrown out of Powergen Cup

Zurich Premiership champions Wasps have been disqualified from the Powergen Cup by the Rugby Football Union (RFU) for fielding an ineligible player.

Hooker Jonny Barrett played in Wasps' sixth-round 43-33 win over Bristol last weekend even though he was cup-tied. The ruling by the RFU is unprecedented in English rugby and means Bristol will take Wasps' quarter-final place against local rivals Gloucester on 22 January. Wasps have no plans to appeal against the decision. ""The club has admitted its mistake and needs to take the punishment like all clubs in this tournament,"" said Wasps chief executive David Davies.

""At this time of year, with other major games coming up, it was in everyone's best interest to make a quick decision and allow us to concentrate on the upcoming fixtures against Gloucester and Biarritz in the Heineken Cup. ""We regret the deep embarrassment this incident causes to the club, our supporters and its players."" During a loan spell at Henley earlier this season, Barrett took part in the club's third-round defeat at the hands of Moseley on 16 October. Wasps director of rugby Warren Gatland then fielded the hooker against the Shoguns in contravention of RFU rules.

The mistake, described as ""an administrative oversight"", came to light after a joint investigation between Wasps and the RFU.

""We have accepted it as a mistake made on the part of the club,"" said RFU community and operations director Terry Burwell. ""The regulations are very clear, however, and we had no other option but to enforce them. The penalty will take effect for this season only."" Wasps won English rugby's premier domestic cup competition in 1999 and 2000. But the news they will not be able to advance this time around will further dent their ambitions this season. Wasps are struggling to maintain their Heineken Cup title defence after back-to-back defeats by Leicester earlier this month in the group stages. And the reigning domestic champions are second behind the Tigers in the Premiership.
"
116,"Wilkinson targets Ireland

Jonny Wilkinson says he is ""massively positive"" about his chances of playing some part in the Six Nations.

A knee injury has ruled him out of England's first two matches against Wales and France, but he is hoping to feature against Ireland on 27 February. ""I'm coming on really well. The physios at England and Newcastle are as happy as they could possibly be at this point."" said the England fly-half. Wilkinson has not played for England since their 2003 World Cup final win. ""The injury is to my left leg so, as a kicker, I need to make sure I'm really right so I can play my usual game.""

""All I can do is try to get back. It (the knee injury) happened two and a half weeks ago and the limit was then set of six to eight weeks, which is the second half of the Six Nations."" ""I'm just concentrating on doing my bit, which is the rehab. ""All I can do is free myself up for selection and then see what people want to do with me, whether they want to play me or leave it."" If he does not recover in time for England's Six Nations season, his next target would be the British and Irish Lions tour to New Zealand. ""I'm looking to play first for Newcastle, then think about England and only then will I think about the Lions."" he said. ""As with my other injuries, I'm taking it day by day.""
"
117,"Marshall set for Leeds move

All Blacks scrum-half Justin Marshall has agreed a two-year contract to play for Leeds from next season.

The 31-year-old has a release clause in his New Zealand contract which allows him to move after the 2005 Lions tour. ""It is a really exciting challenge and something new for me,"" Marshall told BBC Sport. Leeds rugby director Phil Davies added: ""Justin is a world class player who will add greatly to this group with his professionalism on and off the field."" Marshall is the most capped New Zealand back of all time with 77 Tests behind him, but was left at home for the All Blacks' European tour in November. He did travel to England to captain the Barbarians against his international team-mates at Twickenham, and is intent on reclaiming his Test spot ahead of the Lions' visit in June. ""I am committed to New Zealand rugby this season,"" he added. ""I enjoy a good challenge and it would be great to face the Lions."" Marshall is preparing to start training with the Canterbury Crusaders, whom he has helped to four Super 12 titles, on Monday ahead of the new season. His intended departure later this year comes with the blessing of All Blacks coach Graham Henry. ""I fully understand why Justin is making the change at this stage of his career,"" Henry said. ""While we never like losing world-class players from our ranks, there is no doubting that he has served New Zealand rugby well over a long period of time.""
"
118,"Scrum-half Williams rejoins Bath

Bath have signed their former scrum-half Andy Williams on a short-term deal from the Neath-Swansea Ospreys.

Wales international Williams, whose contract with the Welsh region was due to expire in June, has agreed a contract until the end of the season. With Martyn Wood's injury likely to keep him out until February, Bath need experienced back-up to Nick Walshe. Said Williams: ""When this opportunity presented itself, I did not really have to think twice about it."" Williams, capped by Wales against Romania in 2003, should figure in the match squad for Monday's Zurich Premiership match at Sale Sharks. He lost his Ospreys starting place to New Zealander Jason Spice and has fallen further behind in the pecking order. The Welsh region has two outstanding young No 9 prospects in Richie Rees and Rhodri Wells. Bath director of rugby Jack Rowell, though, believes Williams fits the bill perfectly. ""He has been playing regular Heineken Cup and Celtic League rugby and he has a great affection for Bath,"" Rowell told Bath's official website. ""We are delighted to be able to welcome him back to the club.""
"
119,"Bath faced with Tindall ultimatum

Mike Tindall's agent has warned Bath they have until next week to improve their contract offer to the England man or risk losing him to a rival club.

Dipo Alli says he has received an offer for Tindall which dwarfs Bath's deal and that two other clubs want to talk. ""Mike does not want to go into the Six Nations worrying about where he will be playing his club rugby next season,"" Alli told the Guardian newspaper. ""It is up to (Bath owner) Andrew Brownsword. He has to make it happen."" Tindall is out of contract at the end of the season but it is understood that Brownsword is unwilling to break the club's salary structure to accommodate the 26-year-old's demands. But Alli insists the player is worth more than Bath have put on the table. ""Mike has been at Bath for eight years and wants to remain with the club and his demands are anything but excessive,"" the agent added. ""But Brownsword has to recognise Mike's value and we want to resolve things by the end of next week.""
"
120,"Tindall wants second opinion

England centre Mike Tindall is to seek a second opinion before having surgery on a foot injury that could force him to miss the entire Six Nations.

The Bath player was already out of the opener against Wales on 5 February because of a hand problem. ""Mike had a specialist review on a fracture in his right mid foot,"" said England doctor Simon Kemp. ""Before a final decision is made on surgery... medical teams have decided he should see a second specialist.""

England coach Andy Robinson is already without centre Will Greenwood and flanker Richard Hill while fly-half Jonny Wilkinson is certain to miss at least the first two games. Robinson is expected to announce his new-look England line-up on Monday for the match at the Millennium Stadium. And Newcastle's 18-year-old centre Mathew Tait is set to stand in for Tindall alongside club team-mate Jamie Noon.

Meanwhile, Tindall is targeting a return to action before the end of the regular Zurich Premiership season on 30 April. He will also aim to be back to full fitness before the Lions tour to New Zealand this summer.
"
121,"Paris promise raises Welsh hopes

Has there been a better Six Nations match than Saturday's epic in Paris?

And can the Welsh revival continue all the way to a first Grand Slam since 1978? Those are the two questions occupying not just Wales supporters but rugby fans as a whole after a scintillating display in Paris. Welsh legend Mervyn Davies, a member of two of three Grand Slam-winning sides of the 1970s, hailed it as ""one of the great performances of the past three decades"". Martyn Williams, Wales' two-try scorer on the day, called it ""one of the most surreal games I have ever played in"". A crestfallen France coach, Bernard Laporte, simply observed: ""There was a French half and there was a Welsh half"". And what a half it was for the Red Dragonhood, transforming a 15-6 half-time deficit into an 18-15 lead within five mesmerising minutes of the second period. But while that passage of play showed the swelling self-belief of a side prepared to back its own spirit of adventure, the final quarter told us a whole lot more about this Welsh side. That they recovered from a battering in the first half-hour to first stem the tide before half-time, then reverse it on the resumption, was remarkable enough. But in resisting a seemingly unstoppable wave of French pressure in a nail-biting final five minutes, Wales showed not only their physical attributes but their mental resolve.

In international rugby, any of the top seven sides can beat each other on a given day, but the great sides are those that win the close contests on a consistent basis. England suffered some infamous Six Nations disappointments en route to World Cup glory, the pain of defeat forging bonds that ultimately led to victory when it really mattered. Wales have some way to go before they can be remotely considered in a similar light. But the signs are that players previously on the receiving end are learning how to emerge on the right side of the scoreline. Ten of the 22 on duty on Saturday were also involved when Wales were trounced 33-5 in Paris two years ago. But since they threw off the shackles against New Zealand in the 2003 World Cup, Wales have rediscovered much of what made them a great rugby nation in the first place.

""The confidence in the squad has been building and building since the World Cup and we now have young players who are becoming world class,"" noted coach Mike Ruddock. The likes of Michael Owen, Gethin Jenkins, Dwayne Peel and Gavin Henson are certainly building strong cases for inclusion on this summer's Lions tour to New Zealand. And players like Stephen Jones, Martyn Williams, Shane Williams and Gareth Thomas are proving it is not only the youngsters that are on an upward curve. Jones, after his superb man-of-the-match display, observed that ""we are a very happy camp now"". Ruddock and Thomas can take much of the credit for that, ensuring the tribal and regional divisions that have often scarred Welsh rugby do not extend to the national squad. The

joie de vivre

so evident in that magical second-half spell in Paris also stems from a style of play that first wooed supporters the world over in the 1970s.

If England had half the innate attacking exuberance Wales have produced in this championship, they would not be contemplating the debris of three consecutive defeats. Similarly, Wales have learnt that style alone does not win matches, and that forward power, mental toughness and good decision-making under pressure are equally important. So on to Murrayfield, where Wales have not won on their last three visits. While the hype in the Principality will go into overdrive, the players will set about the task of beating Scotland. Only then - with the visit of Ireland to finish - can they start thinking about emulating the hallowed players of the 1970s, and writing their own names into Welsh legend.
"
122,"Wales silent on Grand Slam talk

Rhys Williams says Wales are still not thinking of winning the Grand Slam despite a third Six Nations win.

""That's the last thing on our minds at the moment,"" said Williams, a second- half replacement in Saturday's 24-18 win over France in Paris. ""We all realise how difficult a task it is to go up to Scotland and beat them. ""We've come unstuck there a couple of times recently so our focus is on that game and we'll worry about Ireland hopefully after we've beaten Scotland."" With captain Gareth Thomas ruled out of the rest of the campaign with a broken thumb, Williams is vying for his first start in the championship so far.

Kevin Morgan is probably favourite to replace Thomas at full-back, leaving Williams and Hal Luscombe to battle for the right wing berth. A hamstring injury denied Luscombe the opportunity to make a third successive start, but the Dragons winger is expected to be fit for the trip to Murrayfield on 13 March. Hooker Robin McBryde is doubtful after picking up a knee injury in Paris, but centre Sonny Parker and flanker Colin Charvis are set to recover from injury to be in contention for selection. Said Wales assistant coach Scott Johnson: ""They've worked through the weekend and the reports are a bit more positive. ""So we're getting a couple back and that adds to the depth of the squad."" Scotland secured their first win of the campaign on Saturday by grinding out an 18-10 win over Italy.

Matt Williams' side has shown little in attack, but Johnson insisted the Scots will be difficult opposition to break down. ""Italy are really brave opposition and sometimes it's very hard to win,"" he said. ""So an ugly win can be just as effective as a 30 or 40 point victory. ""Scotland are a hard side and very underrated so we're not taking anything for granted. ""We're not basking in the glory of winning our first three games. We've got to be diligent in our preparation. ""That's my job and we've got to make sure we're focused.""
"
123,"Sculthorpe wants Lions captaincy

Paul Sculthorpe has admitted he would love to succeed Andy Farrell as Great Britain skipper if the Wigan star does switch codes to rugby union.

Sculthorpe was vice-captain in the Tri-Nations, and took the St Helens captaincy from Chris Joynt last year. ""I would definitely want the job - I make no bones about it,"" Sculthorpe told BBC Sport. ""It's something I've always wanted to do. I'd gladly take it if it was offered to me.""

The 27-year-old, who captained St Helens to Challenge Cup success last year, said following in the footsteps of Farrell would be a challenge. ""Andy would be a hard act to follow but it's something I'm confident of being up to,"" he said. ""The GB team isn't a one-man team. There are a lot of good young players who are pushing for places anyway.""

Sculthorpe said the rugby league world would understand if Farrell did decide to move to rugby union. ""It's a short career and you have to make of it what you can,"" said Sculthorpe. ""Nobody can blame him if he does go - he's done everything in the game of rugby league.

""Financially it could set him up for life. If he fancies a new challenge, then who could fault him?"" Sculthorpe also called on the rugby league authorities to have a serious look at the number of games the top players are being asked to play. Sean Long, Sculthorpe's Saints and Lions team-mate, has expressed doubts about his international future ""I think Sean's situation is to do with the sheer number of games we're playing,"" he said.

""The way he's looking at it is that if he can extend his career by a couple of years by not playing international rugby, then he's willing to do that. ""The RFL has got to do something about the fixtures. We're playing 42 weeks of the year and it's too much. ""A lot of the niggly injuries that I've suffered with over the last couple of years have come about because of the lack of rest time."" St Helens have been strongly linked with a move for brilliant young forward Sonny Bill Williams, and Sculthorpe said he would love the 19-year-old to come to Knowsley Road. ""He's a great player - a big strong lad who can certainly hit hard in defence, but who is also very skilful,"" he said. ""I'd love him to come to St Helens. Who knows what might happen? But you want the best players in your team, and he's certainly one of the best players in the world.""
"
124,"Tigers wary of Farrell 'gamble'

Leicester say they will not be rushed into making a bid for Andy Farrell should the Great Britain rugby league captain decide to switch codes.

""We and anybody else involved in the process are still some way away from going to the next stage,"" Tigers boss John Wells told BBC Radio Leicester. ""At the moment, there are still a lot of unknowns about Andy Farrell, not least his medical situation. ""Whoever does take him on is going to take a big, big gamble."" Farrell, who has had persistent knee problems, had an operation on his knee five weeks ago and is expected to be out for another three months. Leicester and Saracens are believed to head the list of rugby union clubs interested in signing Farrell if he decides to move to the 15-man game.

If he does move across to union, Wells believes he would better off playing in the backs, at least initially. ""I'm sure he could make the step between league and union by being involved in the centre,"" said Wells. ""I think England would prefer him to progress to a position in the back row where they can make use of some of his rugby league skills within the forwards. ""The jury is out on whether he can cross that divide. ""At this club, the balance will have to be struck between the cost of that gamble and the option of bringing in a ready-made replacement.""
"
125,"Farrell saga to drag on - Lindsay

Wigan chairman Maurice Lindsay says he does not expect a quick solution to the on-going saga of captain Andy Farrell's possible switch to rugby union.

Leicester and Saracens are leading the chase for the player, but Lindsay told the BBC it was not yet a done deal. ""As well as the Rugby Football Union, the league, the individual club and the England coaching team have a say, so it's not a quick decision,"" he said. ""He's given us 12 years service so if he wants to go, we'd support him."" The prospect of Farrell switching codes has been the main talking point of the Super League season so far. ""It came as a bolt out of the blue to us,"" admitted Lindsay. ""But he's a very loyal friend to the club, so there's no question that he's deserting us. He just fancies a challenge.""

Although the move would be a lucrative one for both Farrell and Wigan, Lindsay said money was not a motivating factor for the club. ""The money side of things hasn't been concluded, but it's not the point for Wigan,"" he told Radio Five Live. ""A shortage of money has never been a problem for us. ""Even if we did have it, under the salary cap we can't spend a penny of it anyway - we'd rather have the player.""

Lindsay also said he understood why rugby union was so interested in signing up Farrell. ""It'd be a great loss for us but a great boost for them,"" said the Warriors chief. ""This guy is an absolute sporting icon. He's been at the top for so long and has demonstrated so many attributes that you need to make it in a tough contact sport. ""Athletes like him - Ellery Hanley and Martin Johnson - don't come along very often. You're very lucky to have them whilst you've got them.""
"
126,"England given tough Sevens draw

England will have to negotiate their way through a tough draw if they are to win the Rugby World Cup Sevens in Hong Kong next month.

The second seeds have been drawn against Samoa, France, Italy, Georgia and Chinese Taipei. The top two sides in each pool qualify but England could face 2001 winners New Zealand in the quarter-finals if they stumble against Samoa. Scotland and Ireland are in Pool A together with the All Blacks. England won the first event of the International Rugby Board World Sevens series in Dubai but have slipped to fourth in the table after failing to build on that victory.

However, they beat Samoa in the recent Los Angeles Sevens before losing to Argentina in the semi-finals. ""England have the ability and determination to win this World Cup and create sporting history by being the only nation to hold both the 15s and Sevens World Cups at the same time,"" said England sevens coach Mike Friday. ""England have a fantastic record in Hong Kong and have won there the last three years, but the World Cup is on a different level. ""Every pool contains teams who have caused upsets before and we will have to work hard to ensure we progress from our group. ""We have not performed consistently to our true potential so far in the IRB Sevens which has been disappointing - but we can only look forward."" England won the first Rugby World Cup Sevens in 1993 with a side that included the likes of Lawrence Dallaglio and Matt Dawson. In 1997 and 2001, England lost in the quarter-finals.

(seeds in brackets)

New Zealand (1), Scotland (8), Tonga, Ireland, Korea, USA.

England (2), Samoa (7), France, Italy, Georgia, Chinese Taipei.

Fiji (3), Australia (6), Canada, Portugal, Japan, Hong Kong.

Argentina (4), South Africa (5), Kenya, Tunisia, Russia, Uruguay.
"
127,"Wales hails new superstar

One game into his Six Nations career, and Gavin Henson is already a Welsh legend.

A mesmeric display against England, topped off by his howitzer of a match-winning penalty, has secured life membership of that particular club. At 23, Henson has the rugby world at his silver-booted feet. And if his natural self-assurance and swagger is shared by his Wales team-mates, then a full-blown revival could be more than just a lot of hot air drifting up from the Valleys. The ""Red Dragonhood"" subdued the ""Red Rose Army"" in most areas of the field, but Henson's stellar performance ensured their efforts yielded the win they craved above all others. He announced himself in the game's opening salvo with a ""Welcome to Cardiff"" greeting for Mark Cueto on the gain line. And his defence was a major feature of the match, his principal victim poor old, or rather young, Mathew Tait. The England centre will have spent his 19th birthday on Sunday shuddering at the memory of how he was up-ended not just once, but twice, by Henson's all-enveloping tackles.

The second time, after the interval, single-handedly lifted the record Millennium Stadium crowd at a time when England were starting to show menace. Showing awesome strength, Henson nonchantly held the bewildered debutant in mid-air, a master predator toying with his helpless prey, savouring the kill. His kicking game also prospered, particularly when he moved to full-back for 10 minutes either side of half-time when his captain Gareth Thomas was in the sin-bin. One huge clearance from Tait's kick sent England retreating rapidly while another booming punt to the right corner kept the visitors pinned in their own half. Henson was also creativity personified: one little chip ahead for Shane Williams narrowly missed its target; a precise cross-kick forcing Jamie Noon to fumble the ball into touch. He also had a hand in the game's only try, finished superbly by Williams, and might have scored himself on the half-hour as he glided into space, only to be scragged by Tait. Henson was twice repelled as Wales laid siege to the English line after Charlie Hodgson's penalty had edged the visitors in front for the first time. But he was not to be denied as the crescendo rose to a deafening din, and the outcome of the match fell to him. Replacement Gareth Cooper made the most of a poor Welsh scrum by chipping into space, where Jason Robinson was penalised for holding on in the tackle.

Five metres in from the right touchline, 44 metres out, it was not a kick Stephen Jones, who had seen a long-range effort fall agonisingly under the bar, would have approached with confidence. ""It was out of Steve's range but I looked at Gavin, and he gave me a reassuring nod,"" said Thomas. Henson, surveying his date with destiny, positively relished the responsibility, and the chance to make himself a hero. Without further ado, he nervelessly slotted the kick that ended five years of English dominance and 12 years of waiting in Cardiff. ""I knew I was going to get it before I even took the kick,"" he said later, his distinct spikey locks freshly gelled into an appropriate star shape. ""I have been getting them from that distance all year so it wasn't a problem."" There were still four minutes for Wales to hold out, and the frenzy was such that Henson could not even hear Jones shouting instructions at him from three yards away. But it was Wales who finished the game on the attack, almost snatching a second try in a thunderous climax. ""Just Do It"" implored the front page headline on Saturday's Western Mail newspaper. And, thanks to Henson, Wales did.
"
